regis_no,fir_capacity,bus_capacity,eco_capacity,aircratft_type,company_id
J423762,16,24,138,Boeing 737-800,4112
D957339,16,24,138,Boeing 737-800,4112
O302328,16,24,138,Boeing 737-800,4112
R630679,16,24,138,Boeing 737-800,4112
I264995,16,24,138,Boeing 737-800,4112
R948788,16,24,138,Boeing 737-800,4112
T576567,16,24,138,Boeing 737-800,4112
Y911751,16,24,138,Boeing 737-800,4112
A304808,16,24,138,Boeing 737-800,4112
J236668,16,24,138,Boeing 737-800,4112
P372491,16,24,138,Boeing 737-800,4112
V564702,16,24,138,Boeing 737-800,4112
Y567029,16,24,138,Boeing 737-800,4112
N53767,16,24,138,Boeing 737-800,4112
U8087,16,24,138,Boeing 737-800,4112
B994913,16,24,138,Boeing 737-800,4112
D90953,16,24,138,Boeing 737-800,4112
Z418186,16,24,138,Boeing 737-800,4112
P396419,16,24,138,Boeing 737-800,4112
K206746,16,24,138,Boeing 737-800,4112
M154882,16,24,138,Boeing 737-800,4112
H668709,16,24,138,Boeing 737-800,4112
B432737,16,24,138,Boeing 737-800,4112
P309523,16,24,138,Boeing 737-800,4112
W542500,16,24,138,Boeing 737-800,4112
M417879,16,24,138,Boeing 737-800,4112
X686809,16,24,138,Boeing 737-800,4112
M363133,16,24,138,Boeing 737-800,4112
P78860,16,24,138,Boeing 737-800,4112
Y553665,16,24,138,Boeing 737-800,4112
T650591,16,24,138,Boeing 737-800,4112
W537862,16,24,138,Boeing 737-800,4112
O885961,16,24,138,Boeing 737-800,4112
U20351,16,24,138,Boeing 737-800,4112
K285630,16,24,138,Boeing 737-800,4112
D442593,16,24,138,Boeing 737-800,4112
S734388,16,24,138,Boeing 737-900ER,4112
T700315,16,24,138,Boeing 737-900ER,4112
S592844,16,24,138,Boeing 737-900ER,4112
P959849,16,24,138,Boeing 737-900ER,4112
B138190,16,24,138,Boeing 737-900ER,4112
R330396,16,24,138,Boeing 737-900ER,4112
T499627,16,24,138,Boeing 737-900ER,4112
K886496,16,24,138,Boeing 737-900ER,4112
O355237,16,24,138,Boeing 737-900ER,4112
N37655,16,24,138,Boeing 737-900ER,4112
N239471,16,24,138,Boeing 737-900ER,4112
Q652121,16,24,138,Boeing 737-900ER,4112
G20774,16,24,138,Boeing 737-900ER,4112
G303977,16,24,138,Boeing 737-900ER,4112
J220192,16,24,138,Boeing 737-900ER,4112
D79532,16,24,138,Boeing 737-900ER,4112
J853794,16,24,138,Boeing 737-900ER,4112
A677589,16,24,138,Boeing 737-900ER,4112
A936311,16,24,138,Boeing 737-900ER,4112
E110626,16,24,138,Boeing 737-900ER,4112
G435077,16,24,138,Boeing 737-900ER,4112
I689545,16,24,138,Boeing 737-900ER,4112
U594489,16,24,138,Boeing 737-900ER,4112
W422426,16,24,138,Boeing 737-900ER,4112
A786968,16,24,138,Boeing 737-900ER,4112
D695714,16,24,138,Boeing 737-900ER,4112
A307715,16,24,138,Boeing 737-900ER,4112
G343938,16,24,138,Boeing 737-900ER,4112
R622146,16,24,138,Boeing 737-900ER,4112
P269006,16,24,138,Boeing 737-900ER,4112
W351255,16,24,138,Boeing 737-900ER,4112
U453855,16,24,138,Boeing 737-900ER,4112
K18627,16,24,138,Boeing 737-900ER,4112
P897528,16,24,138,Boeing 737-900ER,4112
Z749294,16,24,138,Boeing 737-900ER,4112
L933900,16,24,138,Boeing 737-900ER,4112
S743287,16,24,138,Boeing 737-900ER,4112
I266981,16,24,138,Boeing 737-900ER,4112
B952697,16,24,138,Boeing 737-900ER,4112
N91407,16,24,138,Boeing 737-900ER,4112
N743150,16,24,138,Boeing 737-900ER,4112
D60505,16,24,138,Boeing 737-900ER,4112
R161282,16,24,138,Boeing 737-900ER,4112
Z581990,16,24,138,Boeing 737-900ER,4112
P227065,16,24,138,Boeing 737-900ER,4112
T704509,16,24,138,Boeing 737-900ER,4112
D41653,16,24,138,Boeing 737-900ER,4112
Z158104,16,24,138,Boeing 737-900ER,4112
F534638,16,24,138,Boeing 737-900ER,4112
V659906,16,24,138,Boeing 737-900ER,4112
E0387,16,24,138,Boeing 737-900ER,4112
D863454,16,24,138,Boeing 737-900ER,4112
B131277,16,24,138,Boeing 737-900ER,4112
H872017,16,24,138,Boeing 737-900ER,4112
P914863,16,24,138,Boeing 737-900ER,4112
T442521,16,24,138,Boeing 737-900ER,4112
J226397,16,24,138,Boeing 737-900ER,4112
V329927,16,24,138,Boeing 737-900ER,4112
X737248,16,24,138,Boeing 737-900ER,4112
T325714,16,24,138,Boeing 737-900ER,4112
X754255,16,24,138,Boeing 737-900ER,4112
F255096,16,24,138,Boeing 737-900ER,4112
M642764,16,24,138,Boeing 737-900ER,4112
Q629110,16,24,138,Boeing 737-900ER,4112
Q139289,16,24,138,Boeing 737-900ER,4112
U793201,16,24,138,Boeing 737-900ER,4112
W20678,16,24,138,Boeing 737-900ER,4112
I217150,16,24,138,Boeing 737-900ER,4112
O208659,16,24,138,Boeing 737-900ER,4112
P75084,16,24,138,Boeing 737-900ER,4112
G794665,16,24,138,Boeing 737-900ER,4112
E433926,16,24,138,Boeing 737-900ER,4112
R399188,16,24,138,Boeing 737-900ER,4112
C272827,16,24,138,Boeing 737-900ER,4112
T920241,16,24,138,Boeing 737-900ER,4112
L209245,16,24,138,Boeing 737-900ER,4112
T109189,16,24,138,Boeing 737-900ER,4112
G256811,16,24,138,Boeing 737-900ER,4112
Q996576,16,24,138,Boeing 737-900ER,4112
Y796605,16,24,138,Boeing 737-900ER,4112
J553190,16,24,138,Boeing 737-900ER,4112
U490957,16,24,138,Boeing 737-900ER,4112
J966411,16,24,138,Boeing 737-900ER,4112
O271076,16,24,138,Boeing 737-900ER,4112
L340242,16,24,138,Boeing 737-900ER,4112
O90412,16,24,138,Boeing 737-900ER,4112
L316514,16,24,138,Boeing 737-900ER,4112
D970298,16,24,138,Boeing 737-900ER,4112
A797564,16,24,138,Boeing 737-900ER,4112
P469881,16,24,138,Boeing 737-900ER,4112
O172403,16,24,138,Boeing 737-900ER,4112
S222015,16,24,138,Boeing 737-900ER,4112
S340792,16,24,138,Boeing 737-900ER,4112
D356735,16,24,138,Boeing 737-900ER,4112
X804360,16,24,138,Boeing 737-900ER,4112
W170165,16,24,138,Boeing 737-900ER,4112
W550550,16,24,138,Boeing 737-900ER,4112
D578174,16,24,138,Boeing 737-900ER,4112
C484709,16,24,138,Boeing 737-900ER,4112
Z980940,16,24,138,Boeing 737-900ER,4112
U461430,16,24,138,Boeing 737-900ER,4112
C476685,16,24,138,Boeing 737-900ER,4112
R374687,16,24,138,Boeing 737-900ER,4112
Y26444,16,24,138,Boeing 737-900ER,4112
X653346,16,24,138,Boeing 737-900ER,4112
Q156720,16,24,138,Boeing 737-900ER,4112
L591446,16,24,138,Boeing 737-900ER,4112
Q596300,16,24,138,Boeing 737-900ER,4112
Z605045,16,24,138,Boeing 737-900ER,4112
U470068,16,24,138,Boeing 737-900ER,4112
N847816,16,24,138,Boeing 737-900ER,4112
F849401,16,24,138,Boeing 737-900ER,4112
M657546,16,24,138,Boeing 737-900ER,4112
Z8598,16,24,138,Boeing 737-900ER,4112
S893741,16,24,138,Boeing 737-900ER,4112
A543134,16,24,138,Boeing 737-900ER,4112
P32039,16,24,138,Boeing 737-900ER,4112
L690572,16,24,138,Boeing 737-900ER,4112
Z227208,16,24,138,Boeing 737-900ER,4112
A577711,16,24,138,Boeing 737-900ER,4112
M91915,16,24,138,Boeing 737-900ER,4112
X795477,16,24,138,Boeing 737-900ER,4112
R770472,16,24,138,Boeing 737-900ER,4112
A306365,16,24,138,Boeing 737-900ER,4112
N444630,16,24,138,Boeing 737-900ER,4112
P229596,16,24,138,Boeing 737-900ER,4112
L158775,16,24,138,Boeing 737-900ER,4112
G234041,16,24,138,Boeing 737-900ER,4112
O284289,16,24,138,Boeing 737-900ER,4112
F393452,16,24,138,Boeing 737-900ER,4112
L59716,16,24,138,Boeing 737-900ER,4112
Y703052,16,24,138,Boeing 737-900ER,4112
G293806,16,24,138,Boeing 737-900ER,4112
O271050,16,24,138,Boeing 737-900ER,4112
X428542,16,24,138,Boeing 737-900ER,4112
K12098,16,24,138,Boeing 737-900ER,4112
W439177,16,24,138,Boeing 737-900ER,4112
O333099,16,24,138,Boeing 737-900ER,4112
Z510915,16,24,138,Boeing 737-900ER,4112
N320134,16,24,138,Boeing 737-900ER,4112
H936861,16,24,138,Boeing 737-900ER,4112
R260528,16,24,138,Boeing 737-900ER,4112
W478192,16,24,138,Boeing 737-900ER,4112
Y57543,16,24,138,Boeing 737-900ER,4112
K665474,16,24,138,Boeing 737-900ER,4112
X603862,16,24,138,Boeing 737-900ER,4112
E928964,16,24,138,Boeing 737-900ER,4112
N926357,16,24,138,Boeing 737-900ER,4112
Y499881,16,24,138,Boeing 737-900ER,4112
G563364,16,24,138,Boeing 737-900ER,4112
V584626,16,24,138,Boeing 737-900ER,4112
D959265,16,24,138,Boeing 737-900ER,4112
P116058,16,24,138,Boeing 737-900ER,4112
P772787,16,24,138,Boeing 737-900ER,4112
Z305575,16,24,138,Boeing 737-900ER,4112
P857288,16,24,138,Boeing 737-900ER,4112
V398542,16,24,138,Boeing 737-900ER,4112
T885201,16,24,138,Boeing 737-900ER,4112
O58861,16,24,138,Boeing 737-900ER,4112
J749421,16,45,108,Boeing 757-200,4112
I250453,16,45,108,Boeing 757-200,4112
U333851,16,45,108,Boeing 757-200,4112
B902531,16,45,108,Boeing 757-200,4112
O616586,16,45,108,Boeing 757-200,4112
R609992,16,45,108,Boeing 757-200,4112
P578673,16,45,108,Boeing 757-200,4112
R601004,16,45,108,Boeing 757-200,4112
B810858,16,45,108,Boeing 757-200,4112
T195501,16,45,108,Boeing 757-200,4112
H129125,16,45,108,Boeing 757-200,4112
P658110,16,45,108,Boeing 757-200,4112
B822570,16,45,108,Boeing 757-200,4112
E582736,16,45,108,Boeing 757-200,4112
I804007,16,45,108,Boeing 757-200,4112
T73255,16,45,108,Boeing 757-200,4112
W355188,16,45,108,Boeing 757-200,4112
F424739,16,45,108,Boeing 757-200,4112
P936769,16,45,108,Boeing 757-200,4112
W473135,16,45,108,Boeing 757-200,4112
C796857,16,45,108,Boeing 757-200,4112
P695669,16,45,108,Boeing 757-200,4112
T249051,16,45,108,Boeing 757-200,4112
L65742,16,45,108,Boeing 757-200,4112
Z419336,16,45,108,Boeing 757-200,4112
R899040,16,45,108,Boeing 757-200,4112
B767328,16,45,108,Boeing 757-200,4112
N791976,16,45,108,Boeing 757-200,4112
T55617,16,45,108,Boeing 757-200,4112
Q118147,16,45,108,Boeing 757-200,4112
H88204,16,45,108,Boeing 757-200,4112
D420097,16,45,108,Boeing 757-200,4112
C187957,16,45,108,Boeing 757-200,4112
X385257,16,45,108,Boeing 757-200,4112
H797049,16,45,108,Boeing 757-200,4112
L468171,16,45,108,Boeing 757-200,4112
E102751,16,45,108,Boeing 757-200,4112
N436343,16,45,108,Boeing 757-200,4112
K993507,16,45,108,Boeing 757-200,4112
I123648,16,45,108,Boeing 757-200,4112
O669320,16,45,108,Boeing 757-200,4112
A712336,16,45,108,Boeing 757-200,4112
K796852,16,45,108,Boeing 757-200,4112
D614494,16,45,108,Boeing 757-200,4112
A234785,16,45,108,Boeing 757-200,4112
R462996,16,45,108,Boeing 757-200,4112
G989212,16,45,108,Boeing 757-200,4112
O407037,16,45,108,Boeing 757-200,4112
B870227,16,45,108,Boeing 757-200,4112
E432897,16,45,108,Boeing 757-200,4112
F564678,16,45,108,Boeing 757-200,4112
V694451,16,45,108,Boeing 757-200,4112
T34673,16,45,108,Boeing 757-200,4112
S884206,16,45,108,Boeing 757-200,4112
M652966,16,45,108,Boeing 757-200,4112
L74838,16,45,108,Boeing 757-200,4112
J978421,16,45,108,Boeing 757-200,4112
K338936,16,45,108,Boeing 757-200,4112
W637311,16,45,108,Boeing 757-200,4112
Y99634,16,45,108,Boeing 757-200,4112
F939352,16,45,108,Boeing 757-200,4112
P663587,16,45,108,Boeing 757-200,4112
C232261,16,45,108,Boeing 757-200,4112
C319913,16,45,108,Boeing 757-200,4112
G423667,16,45,108,Boeing 757-200,4112
J663463,16,45,108,Boeing 757-200,4112
P866069,16,45,108,Boeing 757-200,4112
Y505742,16,45,108,Boeing 757-200,4112
E547278,16,45,108,Boeing 757-200,4112
V769212,16,45,108,Boeing 757-200,4112
R633470,16,45,108,Boeing 757-200,4112
B919637,16,45,108,Boeing 757-200,4112
A285242,16,45,108,Boeing 757-200,4112
E523057,16,45,108,Boeing 757-200,4112
A480362,16,45,108,Boeing 757-200,4112
B722787,16,45,108,Boeing 757-200,4112
N292985,16,45,108,Boeing 757-200,4112
C921235,16,45,108,Boeing 757-200,4112
C75497,16,45,108,Boeing 757-200,4112
P517705,16,45,108,Boeing 757-200,4112
G72050,16,45,108,Boeing 757-200,4112
L224297,16,45,108,Boeing 757-200,4112
V865248,16,45,108,Boeing 757-200,4112
C922155,16,45,108,Boeing 757-200,4112
M756664,16,45,108,Boeing 757-200,4112
K149408,16,45,108,Boeing 757-200,4112
B500197,16,45,108,Boeing 757-200,4112
O240735,16,45,108,Boeing 757-200,4112
F724206,16,45,108,Boeing 757-200,4112
X263023,16,45,108,Boeing 757-200,4112
Q398435,16,45,108,Boeing 757-200,4112
R363939,16,45,108,Boeing 757-200,4112
X409255,16,45,108,Boeing 757-200,4112
E191314,16,45,108,Boeing 757-200,4112
X637039,16,45,108,Boeing 757-200,4112
P967047,16,45,108,Boeing 757-200,4112
I440528,16,45,108,Boeing 757-200,4112
V820655,16,45,108,Boeing 757-200,4112
M463032,16,45,108,Boeing 757-200,4112
J175848,16,45,108,Boeing 757-200,4112
P322130,16,45,108,Boeing 757-200,4112
W501619,16,45,108,Boeing 757-200,4112
W930343,16,45,108,Boeing 757-200,4112
Q658368,16,45,108,Boeing 757-200,4112
J712078,16,45,108,Boeing 757-200,4112
E468485,16,45,108,Boeing 757-200,4112
V719870,16,45,108,Boeing 757-200,4112
E404441,16,45,108,Boeing 757-200,4112
Y154724,16,45,108,Boeing 757-200,4112
Q736048,16,45,108,Boeing 757-200,4112
O20574,16,45,108,Boeing 757-200,4112
H517638,16,45,108,Boeing 757-300,4112
L820370,16,45,108,Boeing 757-300,4112
O268705,16,45,108,Boeing 757-300,4112
E577148,16,45,108,Boeing 757-300,4112
A665793,16,45,108,Boeing 757-300,4112
I443713,16,45,108,Boeing 757-300,4112
P772484,16,45,108,Boeing 757-300,4112
G242105,16,45,108,Boeing 757-300,4112
D967289,16,45,108,Boeing 757-300,4112
W222314,16,45,108,Boeing 757-300,4112
O977330,16,45,108,Boeing 757-300,4112
Z181851,16,45,108,Boeing 757-300,4112
N399658,16,45,108,Boeing 757-300,4112
A476463,16,45,108,Boeing 757-300,4112
G107932,16,45,108,Boeing 757-300,4112
G905439,16,45,108,Boeing 757-300,4112
A614731,30,49,135,Boeing 767-300ER,4112
Q743124,30,49,135,Boeing 767-300ER,4112
N779611,30,49,135,Boeing 767-300ER,4112
Q910463,30,49,135,Boeing 767-300ER,4112
N797324,30,49,135,Boeing 767-300ER,4112
K72778,30,49,135,Boeing 767-300ER,4112
J191936,30,49,135,Boeing 767-300ER,4112
M552122,30,49,135,Boeing 767-300ER,4112
E458591,30,49,135,Boeing 767-300ER,4112
Z810185,30,49,135,Boeing 767-300ER,4112
A927088,30,49,135,Boeing 767-300ER,4112
J40716,30,49,135,Boeing 767-300ER,4112
H230800,30,49,135,Boeing 767-300ER,4112
N14320,30,49,135,Boeing 767-300ER,4112
J706628,30,49,135,Boeing 767-300ER,4112
Z347030,30,49,135,Boeing 767-300ER,4112
Z276673,30,49,135,Boeing 767-300ER,4112
C752133,30,49,135,Boeing 767-300ER,4112
H885449,30,49,135,Boeing 767-300ER,4112
T378863,30,49,135,Boeing 767-300ER,4112
E30037,30,49,135,Boeing 767-300ER,4112
Z480107,30,49,135,Boeing 767-300ER,4112
I331714,30,49,135,Boeing 767-300ER,4112
V776100,30,49,135,Boeing 767-300ER,4112
L827289,30,49,135,Boeing 767-300ER,4112
C652605,30,49,135,Boeing 767-300ER,4112
R163234,30,49,135,Boeing 767-300ER,4112
K417436,30,49,135,Boeing 767-300ER,4112
O577760,30,49,135,Boeing 767-300ER,4112
Y576897,30,49,135,Boeing 767-300ER,4112
S849348,30,49,135,Boeing 767-300ER,4112
X299411,30,49,135,Boeing 767-300ER,4112
V245322,30,49,135,Boeing 767-300ER,4112
U774322,30,49,135,Boeing 767-300ER,4112
N850676,30,49,135,Boeing 767-300ER,4112
H157849,30,49,135,Boeing 767-300ER,4112
N702365,30,49,135,Boeing 767-300ER,4112
S917431,30,49,135,Boeing 767-300ER,4112
K139715,30,49,135,Boeing 767-300ER,4112
K346664,30,49,135,Boeing 767-300ER,4112
R402893,30,49,135,Boeing 767-300ER,4112
K286694,30,49,135,Boeing 767-300ER,4112
X478435,30,49,135,Boeing 767-300ER,4112
O527208,30,49,135,Boeing 767-300ER,4112
N377853,30,49,135,Boeing 767-400ER,4112
N501174,30,49,135,Boeing 767-400ER,4112
W949726,30,49,135,Boeing 767-400ER,4112
G401643,30,49,135,Boeing 767-400ER,4112
Q434688,30,49,135,Boeing 767-400ER,4112
Y403238,30,49,135,Boeing 767-400ER,4112
A466183,30,49,135,Boeing 767-400ER,4112
P427483,30,49,135,Boeing 767-400ER,4112
Q764999,30,49,135,Boeing 767-400ER,4112
O412952,30,49,135,Boeing 767-400ER,4112
T169165,30,49,135,Boeing 767-400ER,4112
E858212,30,49,135,Boeing 767-400ER,4112
C257893,30,49,135,Boeing 767-400ER,4112
T659228,30,49,135,Boeing 767-400ER,4112
Y646318,30,49,135,Boeing 767-400ER,4112
F979371,30,49,135,Boeing 767-400ER,4112
W93276,30,49,135,Boeing 767-400ER,4112
A274525,30,49,135,Boeing 767-400ER,4112
K161181,30,49,135,Boeing 767-400ER,4112
V303980,30,49,135,Boeing 767-400ER,4112
Z268500,30,49,135,Boeing 767-400ER,4112
P323077,16,15,156,Airbus A321neo,8112
D779777,16,15,156,Airbus A321neo,8112
W925456,16,15,156,Airbus A321neo,8112
T240782,16,15,156,Airbus A321neo,8112
H968616,16,15,156,Airbus A321neo,8112
K564837,16,15,156,Airbus A321neo,8112
C321500,16,15,156,Airbus A321neo,8112
M550633,16,15,156,Airbus A321neo,8112
N825578,16,15,156,Airbus A321neo,8112
S391260,16,15,156,Airbus A321neo,8112
G576488,16,15,156,Airbus A321neo,8112
U333983,16,15,156,Airbus A321neo,8112
G319059,16,15,156,Airbus A321neo,8112
T573809,16,15,156,Airbus A321neo,8112
Z171108,16,15,156,Airbus A321neo,8112
A396770,16,15,156,Airbus A321neo,8112
D926709,16,15,156,Airbus A321neo,8112
V664325,16,15,156,Airbus A321neo,8112
L293955,34,40,219,Airbus A330-200,8112
C587378,34,40,219,Airbus A330-200,8112
R258346,34,40,219,Airbus A330-200,8112
R336869,34,40,219,Airbus A330-200,8112
R35893,34,40,219,Airbus A330-200,8112
C706502,34,40,219,Airbus A330-200,8112
S402714,34,40,219,Airbus A330-200,8112
Z533746,34,40,219,Airbus A330-200,8112
U80226,34,40,219,Airbus A330-200,8112
N316498,34,40,219,Airbus A330-200,8112
Y99020,34,40,219,Airbus A330-200,8112
D673008,34,40,219,Airbus A330-200,8112
P712475,34,40,219,Airbus A330-200,8112
B804621,34,40,219,Airbus A330-200,8112
U170466,34,40,219,Airbus A330-200,8112
J212808,34,40,219,Airbus A330-200,8112
K95519,34,40,219,Airbus A330-200,8112
P940105,34,40,219,Airbus A330-200,8112
H176886,34,40,219,Airbus A330-200,8112
Q149381,34,40,219,Airbus A330-200,8112
T474040,34,40,219,Airbus A330-200,8112
R574592,34,40,219,Airbus A330-200,8112
Z661074,34,40,219,Airbus A330-200,8112
W483338,34,40,219,Airbus A330-200,8112
X501597,12,20,78,Boeing 717-200,8112
D55099,12,20,78,Boeing 717-200,8112
F732029,12,20,78,Boeing 717-200,8112
B28413,12,20,78,Boeing 717-200,8112
E887285,12,20,78,Boeing 717-200,8112
D3014,12,20,78,Boeing 717-200,8112
Y519181,12,20,78,Boeing 717-200,8112
R537576,12,20,78,Boeing 717-200,8112
N386267,12,20,78,Boeing 717-200,8112
Q725176,12,20,78,Boeing 717-200,8112
N272706,12,20,78,Boeing 717-200,8112
M751254,12,20,78,Boeing 717-200,8112
D882171,12,20,78,Boeing 717-200,8112
W982992,12,20,78,Boeing 717-200,8112
R541318,12,20,78,Boeing 717-200,8112
H661605,12,20,78,Boeing 717-200,8112
H986403,12,20,78,Boeing 717-200,8112
P953341,12,20,78,Boeing 717-200,8112
G755162,12,20,78,Boeing 717-200,8112
D55310,16,24,138,Boeing 737-700,19231
H130531,16,24,138,Boeing 737-700,19231
P655631,16,24,138,Boeing 737-700,19231
M813221,16,24,138,Boeing 737-700,19231
N110476,16,24,138,Boeing 737-700,19231
Q816464,16,24,138,Boeing 737-700,19231
Z342326,16,24,138,Boeing 737-700,19231
R367099,16,24,138,Boeing 737-700,19231
U650424,16,24,138,Boeing 737-700,19231
G883586,16,24,138,Boeing 737-700,19231
O172541,16,24,138,Boeing 737-700,19231
O238735,16,24,138,Boeing 737-700,19231
P486376,16,24,138,Boeing 737-700,19231
K792039,16,24,138,Boeing 737-700,19231
P319716,16,24,138,Boeing 737-700,19231
J336690,16,24,138,Boeing 737-700,19231
P774720,16,24,138,Boeing 737-700,19231
T907846,16,24,138,Boeing 737-700,19231
S828730,16,24,138,Boeing 737-700,19231
O403026,16,24,138,Boeing 737-700,19231
K878984,16,24,138,Boeing 737-700,19231
E470458,16,24,138,Boeing 737-700,19231
X730605,16,24,138,Boeing 737-700,19231
U837065,16,24,138,Boeing 737-700,19231
V885437,16,24,138,Boeing 737-700,19231
U499417,16,24,138,Boeing 737-700,19231
F438533,16,24,138,Boeing 737-700,19231
M616607,16,24,138,Boeing 737-700,19231
M338492,16,24,138,Boeing 737-700,19231
N836801,16,24,138,Boeing 737-700,19231
Y247128,16,24,138,Boeing 737-700,19231
U169455,16,24,138,Boeing 737-700,19231
S364002,16,24,138,Boeing 737-700,19231
E981947,16,24,138,Boeing 737-700,19231
V915402,16,24,138,Boeing 737-700,19231
I652841,16,24,138,Boeing 737-700,19231
D978155,16,24,138,Boeing 737-700,19231
M142077,16,24,138,Boeing 737-700,19231
W355062,16,24,138,Boeing 737-700,19231
W942146,16,24,138,Boeing 737-700,19231
M398731,16,24,138,Boeing 737-700,19231
C347045,16,24,138,Boeing 737-700,19231
S692660,16,24,138,Boeing 737-700,19231
J303958,16,24,138,Boeing 737-700,19231
D534963,16,24,138,Boeing 737-700,19231
A173967,16,24,138,Boeing 737-700,19231
R139059,16,24,138,Boeing 737-700,19231
X555524,16,24,138,Boeing 737-700,19231
D683548,16,24,138,Boeing 737-700,19231
Y331663,16,24,138,Boeing 737-700,19231
H803348,16,24,138,Boeing 737-700,19231
L99974,16,24,138,Boeing 737-700,19231
W683555,16,24,138,Boeing 737-700,19231
R528628,16,24,138,Boeing 737-700,19231
Q168120,16,24,138,Boeing 737-700,19231
Y572211,16,24,138,Boeing 737-700,19231
G349314,16,24,138,Boeing 737-700,19231
S173098,16,24,138,Boeing 737-700,19231
O421531,16,24,138,Boeing 737-700,19231
L871516,16,24,138,Boeing 737-700,19231
Z159530,16,24,138,Boeing 737-700,19231
G19882,16,24,138,Boeing 737-700,19231
U880773,16,24,138,Boeing 737-700,19231
A500222,16,24,138,Boeing 737-700,19231
M901958,16,24,138,Boeing 737-700,19231
K88820,16,24,138,Boeing 737-700,19231
S60223,16,24,138,Boeing 737-700,19231
H366856,16,24,138,Boeing 737-700,19231
U596985,16,24,138,Boeing 737-700,19231
R497475,16,24,138,Boeing 737-700,19231
O926354,16,24,138,Boeing 737-700,19231
O797579,16,24,138,Boeing 737-700,19231
O117329,16,24,138,Boeing 737-700,19231
Y10945,16,24,138,Boeing 737-700,19231
J747256,16,24,138,Boeing 737-700,19231
H881498,16,24,138,Boeing 737-700,19231
Y504356,16,24,138,Boeing 737-700,19231
T420808,16,24,138,Boeing 737-700,19231
P455902,16,24,138,Boeing 737-700,19231
J551513,16,24,138,Boeing 737-700,19231
E27591,16,24,138,Boeing 737-700,19231
C113398,16,24,138,Boeing 737-700,19231
T260836,16,24,138,Boeing 737-700,19231
F688659,16,24,138,Boeing 737-700,19231
V841360,16,24,138,Boeing 737-700,19231
Q692995,16,24,138,Boeing 737-700,19231
W954978,16,24,138,Boeing 737-700,19231
N411723,16,24,138,Boeing 737-700,19231
I495479,16,24,138,Boeing 737-700,19231
Y894037,16,24,138,Boeing 737-700,19231
B157143,16,24,138,Boeing 737-700,19231
O23901,16,24,138,Boeing 737-700,19231
L381058,16,24,138,Boeing 737-700,19231
N308076,16,24,138,Boeing 737-700,19231
Q730936,16,24,138,Boeing 737-700,19231
Q699704,16,24,138,Boeing 737-700,19231
R125069,16,24,138,Boeing 737-700,19231
D318677,16,24,138,Boeing 737-700,19231
V231063,16,24,138,Boeing 737-700,19231
P146413,16,24,138,Boeing 737-700,19231
V188976,16,24,138,Boeing 737-700,19231
N421846,16,24,138,Boeing 737-700,19231
A722343,16,24,138,Boeing 737-700,19231
I721003,16,24,138,Boeing 737-700,19231
N910971,16,24,138,Boeing 737-700,19231
R584522,16,24,138,Boeing 737-700,19231
M381805,16,24,138,Boeing 737-700,19231
L240198,16,24,138,Boeing 737-700,19231
D718360,16,24,138,Boeing 737-700,19231
I414082,16,24,138,Boeing 737-700,19231
B100540,16,24,138,Boeing 737-700,19231
D892894,16,24,138,Boeing 737-700,19231
P941542,16,24,138,Boeing 737-700,19231
U665259,16,24,138,Boeing 737-700,19231
S771129,16,24,138,Boeing 737-700,19231
L597928,16,24,138,Boeing 737-700,19231
A294265,16,24,138,Boeing 737-700,19231
O206370,16,24,138,Boeing 737-700,19231
H239054,16,24,138,Boeing 737-700,19231
W360700,16,24,138,Boeing 737-700,19231
H573864,16,24,138,Boeing 737-700,19231
V670770,16,24,138,Boeing 737-700,19231
M471921,16,24,138,Boeing 737-700,19231
D473017,16,24,138,Boeing 737-700,19231
R116868,16,24,138,Boeing 737-700,19231
F802683,16,24,138,Boeing 737-700,19231
D291202,16,24,138,Boeing 737-700,19231
S241891,16,24,138,Boeing 737-700,19231
O815340,16,24,138,Boeing 737-700,19231
U904984,16,24,138,Boeing 737-700,19231
L8765,16,24,138,Boeing 737-700,19231
K904520,16,24,138,Boeing 737-700,19231
J239442,16,24,138,Boeing 737-700,19231
E201255,16,24,138,Boeing 737-700,19231
B866027,16,24,138,Boeing 737-700,19231
C643296,16,24,138,Boeing 737-700,19231
J634137,16,24,138,Boeing 737-700,19231
K0622,16,24,138,Boeing 737-700,19231
J126033,16,24,138,Boeing 737-700,19231
X594620,16,24,138,Boeing 737-700,19231
P410566,16,24,138,Boeing 737-700,19231
R853211,16,24,138,Boeing 737-700,19231
I742542,16,24,138,Boeing 737-700,19231
G865664,16,24,138,Boeing 737-700,19231
L869160,16,24,138,Boeing 737-700,19231
J602660,16,24,138,Boeing 737-700,19231
L652075,16,24,138,Boeing 737-700,19231
S552101,16,24,138,Boeing 737-700,19231
A64638,16,24,138,Boeing 737-700,19231
G727836,16,24,138,Boeing 737-700,19231
N98912,16,24,138,Boeing 737-700,19231
C40229,16,24,138,Boeing 737-700,19231
R710578,16,24,138,Boeing 737-700,19231
I675490,16,24,138,Boeing 737-700,19231
I449792,16,24,138,Boeing 737-700,19231
T217593,16,24,138,Boeing 737-700,19231
N971136,16,24,138,Boeing 737-700,19231
Z777011,16,24,138,Boeing 737-700,19231
O134166,16,24,138,Boeing 737-700,19231
P584480,16,24,138,Boeing 737-700,19231
Q190879,16,24,138,Boeing 737-700,19231
O219072,16,24,138,Boeing 737-700,19231
W165472,16,24,138,Boeing 737-700,19231
